names,Price,Area,Unit Type
Axis Vedam,83.05 L -89.13 L,1510 sq.ft,3 BHK Apartment
Axis Vedam,1.01 Cr,1850 sq.ft,3.5 BHK Apartment
Odions The Woods of East Phase 1,28.80 L -2.20 Cr,,Plot
Ozone Polestar,75.62 L -1.29 Cr,1252-1633 sq.ft,2 BHK Apartment
Ozone Polestar,98.39 L -1.30 Cr,1636-1793 sq.ft,3 BHK Apartment
Ozone Polestar,2.23 Cr -2.23 Cr,3052-3058 sq.ft,4 BHK PentHouse
Shriram Sameeksha,29.40 L -35 L,700-800 sq.ft,1 BHK Apartment
Shriram Sameeksha,42.42 L -78 L,1010-1020 sq.ft,2 BHK Apartment
Shriram Sameeksha,52.92 L -78 L,1260 sq.ft,3 BHK Apartment
Aryan Golden Arena,27.35 L,829 sq.ft,2 BHK Apartment
Aryan Golden Arena,30.03 L -34.08 L,910-1033 sq.ft,3 BHK Apartment
Mantri Espana,,1700 sq.ft,2 BHK Apartment
Mantri Espana,2 Cr -2.78 Cr,2635 sq.ft,3 BHK Apartment
Mantri Espana,2.75 Cr -4 Cr,3785 sq.ft,4 BHK Apartment
Mantri Espana,,4500 sq.ft,4 BHK Villa
Mantri Espana,2.90 Cr -4.90 Cr,4050 sq.ft,4+ BHK Apartment
Mantri Espana,4 Cr -5.95 Cr,4010-5965 sq.ft,5 BHK Apartment
Sriven Luminous Amaltas,38.44 L -58 L,730-952 sq.ft,2 BHK Apartment
Sriven Luminous Amaltas,52.32 L -53.21 L,1208-1231 sq.ft,2.5 BHK Apartment
Sriven Luminous Amaltas,50 L -69.78 L,1317-1645 sq.ft,3 BHK Apartment
Nakshatra Township,22.50 L -37.80 L,,Plot
DS & Jacks Needs 3 Project 276,55.68 L -65.76 L,1160-1370 sq.ft,2 BHK Apartment
DS & Jacks Needs 3 Project 276,73.44 L -94 L,1530-1765 sq.ft,3 BHK Apartment
Upscale Golden Lotus,57 L -61.51 L,1155-1180 sq.ft,2 BHK Apartment
Upscale Golden Lotus,69.91 L -75 L,1378-1391 sq.ft,3 BHK Apartment
Sumukha Emerald,44.87 L -49.15 L,1050-1150 sq.ft,2 BHK Apartment
Sumukha Emerald,56.86 L -64.17 L,1340-1520 sq.ft,3 BHK Apartment
GR Shrushti,42.60 L -45.80 L,760-825 sq.ft,1 BHK Apartment
GR Shrushti,45 L -86 L,1015-1220 sq.ft,2 BHK Apartment
GR Shrushti,65.27 L,1220 sq.ft,3 BHK Apartment
GR Shrushti,90 L,1300 sq.ft,4 BHK Apartment
Narmada Sri Heights,4 Cr,5476 sq.ft,4 BHK RowHouse
Narmada Sri Heights,3.40 Cr -3.90 Cr,5500 sq.ft,4 BHK Villa
Narmada Sri Heights,4 Cr,5476 sq.ft,4+ BHK Apartment
Narmada Sri Heights,4 Cr,4200 sq.ft,4+ BHK Villa
L&T South City,42.60 L -45.80 L,760-825 sq.ft,1 BHK Apartment
L&T South City,45 L -86 L,1015-1220 sq.ft,2 BHK Apartment
L&T South City,65.27 L,1220 sq.ft,3 BHK Apartment
L&T South City,90 L,1300 sq.ft,4 BHK Apartment
Adarsh Palm Retreat,76.83 L -82.11 L,1354-1447 sq.ft,2.5 BHK Apartment
Adarsh Palm Retreat,96.47 L -1.11 Cr,1700-1971 sq.ft,3 BHK Apartment
Adarsh Palm Retreat,1.14 Cr,2021 sq.ft,3.5 BHK Apartment
Habitat Eden Heights,5.60 L -58.81 L,1058-1210 sq.ft,2 BHK Apartment
Habitat Eden Heights,57.60 L -86.52 L,1388-2085 sq.ft,3 BHK Apartment
Habitat Eden Heights,1.03 Cr -1.08 Cr,2494-2608 sq.ft,4 BHK Apartment
Ezzy Corinth,77 L -1.07 Cr,1200-1223 sq.ft,2 BHK Apartment
Ezzy Corinth,90 L -1.49 Cr,1246-1523 sq.ft,3 BHK Apartment
IDEB Springfields,40.42 L -40.45 L,711 sq.ft,1 BHK Apartment
IDEB Springfields,63 L -69.50 L,1153-1266 sq.ft,2 BHK Apartment
Rohan Vasantha,,3000 sq.ft,0.5 BHK Apartment
Rohan Vasantha,85.48 L -89.48 L,1175-1230 sq.ft,2 BHK Apartment
Rohan Vasantha,1.23 Cr -1.90 Cr,1750-1880 sq.ft,3 BHK Apartment
Rohan Vasantha,1.50 Cr -1.65 Cr,2200 sq.ft,4 BHK Apartment
Brigade Parkside West,39.06 L -42.89 L,1080-1195 sq.ft,2 BHK Apartment
Brigade Parkside West,48.39 L -51.39 L,1360-1450 sq.ft,3 BHK Apartment
Prestige Lakeside Habitat Villa,55 L -93 L,1190-1365 sq.ft,2 BHK Apartment
Prestige Lakeside Habitat Villa,85 L -1.50 Cr,1750 sq.ft,3 BHK Apartment
Prestige Lakeside Habitat Villa,2.04 Cr,3250 sq.ft,4 BHK Apartment
SNR Windmill,51.84 L,1152 sq.ft,2 BHK Apartment
SNR Windmill,98.13 L -1.06 Cr,1640-1790 sq.ft,3 BHK Apartment
Tetra Grand Green Aspire,43.32 L -49.02 L,1140-1290 sq.ft,2 BHK Apartment
Tetra Grand Green Aspire,69.54 L -84.18 L,1830 sq.ft,3 BHK Apartment
Sara Prakruthi,77.80 L -78.22 L,2223-2235 sq.ft,3 BHK RowHouse
Sara Prakruthi,74.23 L -83.82 L,2121-2395 sq.ft,4 BHK RowHouse
Sara Prakruthi,1.35 Cr,,4 BHK Villa
Sara Prakruthi,91 L,2600 sq.ft,5 BHK RowHouse
Keystone Sarovar,47.83 L,1074 sq.ft,2 BHK Apartment
Keystone Sarovar,42.50 L -46.13 L,,2 BHK Villa
Keystone Sarovar,70.10 L,1574 sq.ft,3 BHK Apartment
Keystone Sarovar,50.14 L -68.40 L,1254 sq.ft,3 BHK Villa
Keystone Sarovar,89.46 L -94.05 L,1000 sq.ft,4 BHK Villa
Saf Snowdrops,33 L -38.77 L,1000-1175 sq.ft,2 BHK Apartment
Saf Snowdrops,48.34 L,1465 sq.ft,3 BHK Apartment
Sipani Bliss 2,79 L -96 L,1216 sq.ft,2 BHK Apartment
Sipani Bliss 2,1.45 Cr,3500 sq.ft,3 BHK Apartment
Sipani Bliss 2,2.40 Cr -4 Cr,3117 sq.ft,3 BHK Villa
Sipani Bliss 2,4.05 Cr,4003 sq.ft,4 BHK Apartment
Sipani Bliss 2,3.20 Cr -5.76 Cr,4003-4033 sq.ft,4 BHK Villa
LVS Gardenia Phase 1,63.18 L,1215 sq.ft,2 BHK Apartment
LVS Gardenia Phase 1,70.20 L -80.60 L,1350-1550 sq.ft,3 BHK Apartment
ARS Bhavisha,51 L -65 L,1000-1260 sq.ft,2 BHK Apartment
ARS Bhavisha,72.12 L -78.10 L,1480-1616 sq.ft,3 BHK Apartment
GCN White Palms,28.68 L -33.71 L,1040-1250 sq.ft,2 BHK Apartment
GCN White Palms,35.63 L,1330 sq.ft,3 BHK Apartment
MIMS Residency,1.60 Cr -2.62 Cr,,Plot
Sobha Daffodil,45.07 L -54 L,1252-1313 sq.ft,2 BHK Apartment
Sobha Daffodil,54.10 L -56.23 L,1503-1562 sq.ft,3 BHK Apartment
Sobha Daisy,,1400 sq.ft,2 BHK Apartment
Sobha Daisy,1.35 Cr -1.65 Cr,1705-1810 sq.ft,3 BHK Apartment
Century Artizan Phase II,,1250 sq.ft,2 BHK Apartment
Century Artizan Phase II,99 L -1.18 Cr,1770 sq.ft,3 BHK Apartment
RJR Patel Residency,11.13 L,530 sq.ft,1 BHK Apartment
RJR Patel Residency,15.12 L -30 L,720-1090 sq.ft,2 BHK Apartment
RJR Patel Residency,24.25 L -27.93 L,1155-1330 sq.ft,3 BHK Apartment
Veohm Cedar Woods,93.43 L -1.09 Cr,1335 sq.ft,2 BHK Apartment
Veohm Cedar Woods,1.21 Cr -2.51 Cr,1735-1970 sq.ft,3 BHK Apartment
Akruthi Spring Woods,45 L,900 sq.ft,2 BHK Villa
Akruthi Spring Woods,,1700 sq.ft,4 BHK Villa
Akruthi Spring Woods,5 Cr,5500 sq.ft,4+ BHK Villa
Mana Candela,22.20 L -50 L,,Plot
Shapoorji Pallonji ParkWest Mahogany,1.18 Cr,1411 sq.ft,2 BHK Apartment
Shapoorji Pallonji ParkWest Mahogany,3.14 Cr -3.50 Cr,3554 sq.ft,3 BHK Apartment
Shapoorji Pallonji ParkWest Mahogany,4.78 Cr -4.78 Cr,5407 sq.ft,4 BHK Apartment
Shilpa Dacha,61.29 L -62.40 L,1302-1309 sq.ft,2 BHK Apartment
Shilpa Dacha,71.97 L -73.72 L,1529-1566 sq.ft,3 BHK Apartment
RBD Stillwaters,46.51 L -49 L,1052-1090 sq.ft,2 BHK Apartment
RBD Stillwaters,54.08 L -56.73 L,1223-1283 sq.ft,2.5 BHK Apartment
RBD Stillwaters,58.67 L,1283 sq.ft,3 BHK Apartment
The Magic Faraway Tree,72.77 L,1485 sq.ft,2 BHK Apartment
The Magic Faraway Tree,1.09 Cr,2078 sq.ft,3 BHK Apartment
The Magic Faraway Tree,1.85 Cr -2.50 Cr,2352-3175 sq.ft,3 BHK Villa
The Magic Faraway Tree,1.85 Cr,2600 sq.ft,4 BHK Apartment
The Magic Faraway Tree,1.85 Cr -3.46 Cr,2341-4387 sq.ft,4 BHK Villa
Purva Parkridge,46.75 L -66 L,1210-1262 sq.ft,2 BHK Apartment
Purva Parkridge,,1505-1594 sq.ft,3 BHK Apartment
Purva Parkridge,97.79 L -1.01 Cr,1719-1902 sq.ft,3 BHK PentHouse
Mana Candela,35 L,697 sq.ft,1 BHK Apartment
Mana Candela,61.50 L -63.50 L,1273-1304 sq.ft,2 BHK Apartment
Mana Candela,65.60 L -67.40 L,1362-1401 sq.ft,2.5 BHK Apartment
Mana Candela,71.13 L -93 L,1705 sq.ft,3 BHK Apartment
Ozone Urbana Prime,2.20 Cr -2.50 Cr,2940-3339 sq.ft,3 BHK Villa
Ozone Urbana Prime,2.74 Cr -2.89 Cr,3662-3694 sq.ft,4 BHK Villa
Prestige Royal Garden 3,21.60 L -90 L,,Plot
Prestige Royal Garden 3,36 L,,3 BHK Villa
Prestige Royal Garden 3,56.25 L,,4 BHK Villa
Prestige Sunnyside Oak,1.95 Cr -2.10 Cr,2391 sq.ft,3 BHK Apartment
Prestige Sunnyside Oak,1.80 Cr -4.05 Cr,2100-2200 sq.ft,3 BHK Villa
Prestige Sunnyside Oak,2.21 Cr -3.95 Cr,2400-3500 sq.ft,4 BHK Villa
Prestige Glenwood,24 L -32 L,635-649 sq.ft,1 BHK Apartment
Prestige Glenwood,38 L -51 L,1023 sq.ft,2 BHK Apartment
Mahaveer Promenade,80.02 L -88 L,1200-1311 sq.ft,2 BHK Apartment
Mahaveer Promenade,1.18 Cr -1.50 Cr,1776-1899 sq.ft,3 BHK Apartment
Mahaveer Promenade,1.41 Cr -1.85 Cr,2124-2439 sq.ft,4 BHK Apartment
Mahaveer Promenade,,2490 sq.ft,4+ BHK Apartment
Aratt Cityscapes Villa,,1050-1080 sq.ft,2 BHK Apartment
Aratt Cityscapes Villa,77 L -94 L,1385-1425 sq.ft,3 BHK Apartment
Gajanana Sumuk,1.15 Cr -1.35 Cr,2260-2674 sq.ft,4 BHK Villa
Sanvi Sunrise,61.51 L -73.72 L,1295 sq.ft,2 BHK Apartment
Sanvi Sunrise,76.09 L -90.38 L,1602 sq.ft,3 BHK Apartment
Columbia Celestia,86.06 L -97.65 L,1110-1265 sq.ft,2 BHK Apartment
Columbia Celestia,1.12 Cr -1.23 Cr,1470-1610 sq.ft,3 BHK Apartment
Concorde Hill Crest,,2367 sq.ft,2 BHK Apartment
Concorde Hill Crest,1.45 Cr -2.40 Cr,1858-2322 sq.ft,3 BHK Apartment
Concorde Hill Crest,7.50 K -2.80 Cr,2796-3224 sq.ft,4 BHK Apartment
Concorde Hill Crest,,4200 sq.ft,4 BHK Villa
Sobha Jasmine,40.40 L -45.20 L,1010-1130 sq.ft,2 BHK Apartment
Sobha Jasmine,46.60 L -49.20 L,1165-1230 sq.ft,3 BHK Apartment
Relizant Royale,41.99 L -44.46 L,1105-1170 sq.ft,2 BHK Apartment
Jeevan Pristine,1.35 Cr -2.16 Cr,1500-2400 sq.ft,4 BHK Villa
Skanda Nirvana,6.21 Cr -11 Cr,2760-3300 sq.ft,3 BHK Apartment
Skanda Nirvana,10 Cr -13.95 Cr,4969-5335 sq.ft,4 BHK Apartment
Shriram Chirping Woods Villament,10 L -35 L,,Plot
Sri Bhagwan Elite,69.37 L -96.25 L,1285-1340 sq.ft,2 BHK Apartment
Sri Bhagwan Elite,97.45 L -1.48 Cr,1805-1900 sq.ft,3 BHK Apartment
Sri Bhagwan Elite,1.16 Cr -1.16 Cr,2150-2155 sq.ft,4 BHK Apartment
Century Renata,1.30 L -1.15 Cr,1420-1540 sq.ft,2 BHK Apartment
Century Renata,1.03 Cr -1.45 Cr,1680 sq.ft,3 BHK Apartment
Sumadhura Silver Ripples,1.12 Cr -1.25 Cr,1680 sq.ft,3 BHK Apartment
Sumadhura Silver Ripples,,2900 sq.ft,3 BHK Villa
Sumadhura Silver Ripples,2.36 Cr -2.50 Cr,3510 sq.ft,4 BHK Apartment
Sumadhura Silver Ripples,1.93 Cr -2.75 Cr,4000 sq.ft,4 BHK Villa
Sumadhura Silver Ripples,1.97 Cr -2.22 Cr,2650-2990 sq.ft,4 BHK Villament
Sumadhura Silver Ripples,2.68 Cr,3600 sq.ft,5 BHK Villament
Golden Grand,45.36 L -52.21 L,1060-1220 sq.ft,2 BHK Apartment
Golden Grand,56.49 L -64.20 L,1320-1500 sq.ft,3 BHK Apartment
Prestige Sunrise Park Norwood,37 L -51.48 L,937-1320 sq.ft,2 BHK Apartment
Prestige Sunrise Park Norwood,51.90 L -59.63 L,1331-1529 sq.ft,2.5 BHK Apartment
Prestige Sunrise Park Norwood,44.65 L -88.37 L,1145-2266 sq.ft,3 BHK Apartment
Prestige Sunrise Park Norwood,85.21 L -1.03 Cr,2185-2650 sq.ft,3.5 BHK Apartment
Prestige Sunrise Park Norwood,74.99 L -81.62 L,1923-2093 sq.ft,4 BHK Apartment
Avani Gardens,,650 sq.ft,0.5 BHK Apartment
Avani Gardens,37 L -44.50 L,630 sq.ft,1 BHK Apartment
Avani Gardens,58.16 L -60.01 L,1007-1039 sq.ft,1.5 BHK Apartment
Avani Gardens,62 L -85 L,1108 sq.ft,2 BHK Apartment
Avani Gardens,77.40 L -82.45 L,1335-1386 sq.ft,2.5 BHK Apartment
Avani Gardens,78 L -1.20 Cr,1571-1615 sq.ft,3 BHK Apartment
Riverstone Advantage,28.95 L -33 L,965-1100 sq.ft,2 BHK Apartment
Ozone Urbana Township,,1345-1380 sq.ft,2 BHK Apartment
Ozone Urbana Township,83.72 L -1.14 Cr,1650-1800 sq.ft,3 BHK Apartment
VARS Parkwood,95.97 L -96.75 L,2075-2083 sq.ft,4 BHK RowHouse
VARS Parkwood,95 L -96.75 L,2075 sq.ft,4 BHK Villa
Aratt Cityscapes Rowhouse,19.12 L -28.24 L,,Plot
Viho Hill View,52 L -72 L,926-1196 sq.ft,2 BHK Apartment
Viho Hill View,89.58 L -92 L,1456-1709 sq.ft,3 BHK Apartment
Veracious Vani Vilas,42.75 L -74.82 L,1125-1290 sq.ft,2 BHK Apartment
Veracious Vani Vilas,54.34 L -89.90 L,1405-1550 sq.ft,3 BHK Apartment
Definer Hi-Life,61.25 L -83 L,1225-1315 sq.ft,2 BHK Apartment
Definer Hi-Life,72.25 L -94.25 L,1445-1885 sq.ft,3 BHK Apartment
Definer Hi-Life,1.22 Cr -1.63 Cr,2450-3260 sq.ft,4 BHK Apartment
Vaishnavi Nakshatra,45.99 L -51.87 L,1095-1235 sq.ft,2 BHK Apartment
Vaishnavi Nakshatra,66.78 L,1590 sq.ft,3 BHK Apartment
Maangalya Prosper Apartment,55.95 L -60.72 L,1310-1404 sq.ft,2 BHK Apartment
Maangalya Prosper Apartment,77.59 L -84.49 L,1794-1821 sq.ft,3 BHK Apartment
Adithya Garden ,98 L -1.10 Cr,1195-1200 sq.ft,2 BHK Apartment
Adithya Garden ,1.40 Cr -1.55 Cr,1699-1700 sq.ft,3 BHK Apartment
HiLife Magnifique,61.74 L -64.43 L,1260-1315 sq.ft,2 BHK Apartment
HiLife Magnifique,74.72 L,1525 sq.ft,2.5 BHK Apartment
HiLife Magnifique,73.25 L -85.01 L,1495-1735 sq.ft,3 BHK Apartment
HiLife Magnifique,94.81 L -1.58 Cr,1935-3230 sq.ft,4 BHK Apartment
Velpula Pride,19.48 L,,Plot
Velpula Pride,60 L -88.50 L,,3 BHK Villa
Sobha Marvella,36.54 L -47.97 L,937-1230 sq.ft,2 BHK Apartment
Sobha Marvella,61.03 L -70.20 L,1565-1800 sq.ft,3 BHK Apartment
Concorde Tech Turf,1.49 Cr -1.96 Cr,1846-2109 sq.ft,3 BHK Apartment
Concorde Tech Turf,3.44 Cr -3.48 Cr,3700-3744 sq.ft,4 BHK Apartment
Anand Somu Pristine,24 L -80 L,,Plot
Anand Somu Pristine,68.01 L -86 L,,3 BHK Villa
Dharanis Prakruthi Park,41.60 L -45.76 L,1035-1150 sq.ft,2 BHK Apartment
Dharanis Prakruthi Park,49.43 L -54.86 L,1250-1400 sq.ft,3 BHK Apartment
JR Urbania Villa Plots,41.12 L -46.10 L,1060-1200 sq.ft,2 BHK Apartment
JR Urbania Villa Plots,52.13 L -56.39 L,1370-1490 sq.ft,3 BHK Apartment
Lalithya Meadows,43 L -46 L,1250 sq.ft,2 BHK Apartment
Lalithya Meadows,55.88 L -66 L,1300-1492 sq.ft,3 BHK Apartment
Shriram Signia,1.60 Cr -2.97 Cr,1847-3303 sq.ft,3 BHK Apartment
Shriram Signia,2.44 Cr -3.70 Cr,2712-4119 sq.ft,4 BHK Apartment
Shriram Signia,,4800 sq.ft,4 BHK Villa
Shriram Signia,,2778 sq.ft,4+ BHK Apartment
Shriram Signia,,4864 sq.ft,4+ BHK Villa
DivyaSree 77 Place,55.04 L -62.65 L,1251-1264 sq.ft,2 BHK Apartment
DivyaSree 77 Place,78.95 L,1638 sq.ft,3 BHK Apartment
Splendid Skylines,39.50 L -39.73 L,691-695 sq.ft,1 BHK Apartment
Splendid Skylines,56.25 L -65 L,984 sq.ft,2 BHK Apartment
Splendid Skylines,66.14 L,1157 sq.ft,3 BHK Apartment
Assetz Lifestyle,44 L -85 L,1270 sq.ft,1 BHK Apartment
Assetz Lifestyle,8.50 L -85 L,1510 sq.ft,2 BHK Apartment
Assetz Lifestyle,1.82 Cr,3500 sq.ft,4 BHK Apartment
Kolte Patil Raaga,46.21 L -60 L,973-1066 sq.ft,2 BHK Apartment
Kolte Patil Raaga,55.67 L -65 L,1172-1200 sq.ft,3 BHK Apartment
SJR WaterMark,74 L -85 L,1105-1152 sq.ft,2 BHK Apartment
SJR WaterMark,92.13 L -1.34 Cr,1390-1655 sq.ft,3 BHK Apartment
Prestige Spencer Heights,3.98 Cr -4.20 Cr,2372-2387 sq.ft,3 BHK Apartment
MN Guru Gokulam,43.48 L -49.53 L,1115-1270 sq.ft,2 BHK Apartment
MN Guru Gokulam,49.72 L -61.03 L,1275-1565 sq.ft,3 BHK Apartment
Asrithas Grand Living,33.04 L -50 L,1066-1100 sq.ft,2 BHK Apartment
Asrithas Grand Living,42.96 L -44.64 L,1386-1440 sq.ft,3 BHK Apartment
Jeevan Grandeur,42.35 L -52.46 L,1075-1220 sq.ft,2 BHK Apartment
Jeevan Grandeur,56.76 L -72.02 L,1320-1675 sq.ft,3 BHK Apartment
Puravankara Purva Riviera,84.08 L -8.60 Cr,1117-1350 sq.ft,2 BHK Apartment
Puravankara Purva Riviera,99 L -1.85 Cr,1583-1898 sq.ft,3 BHK Apartment
Puravankara Purva Riviera,1.80 Cr -2.93 Cr,3900 sq.ft,4 BHK Apartment
Purva Venezia,71.58 L -79 L,1267-1327 sq.ft,2 BHK Apartment
Purva Venezia,80 L -1.25 Cr,1610 sq.ft,3 BHK Apartment
Renaissance Nature Walk,31.20 L -67.20 L,,Plot
Classic Elmwood,2.43 Cr -3.70 Cr,3293-4623 sq.ft,4 BHK Villa
Puravankara Purva Fountain Square,90 L -1.15 Cr,1336-1466 sq.ft,2 BHK Apartment
Puravankara Purva Fountain Square,1.15 Cr -1.90 Cr,1512-1706 sq.ft,3 BHK Apartment
Puravankara Purva Fountain Square,,1700 sq.ft,4 BHK Apartment
Odions The Woods of East Phase 2,57.60 L -2.20 Cr,,Plot
Nitesh Hyde Park,46 L -69 L,969-978 sq.ft,2 BHK Apartment
Nitesh Hyde Park,74.46 L -1.17 Cr,1222-1920 sq.ft,3 BHK Apartment
Thrive Muses Abode,52.36 L -57.40 L,952-1036 sq.ft,2 BHK Apartment
Thrive Muses Abode,71 L -77.86 L,1346-1400 sq.ft,3 BHK Apartment
Vedant Vayun,15 L -32.40 L,,Plot
Brigade Millennium,1.10 Cr -1.71 Cr,1650-1695 sq.ft,3 BHK Apartment
Brigade Millennium,,3000 sq.ft,4 BHK Apartment
Nitesh Hyde Park,25.22 L -39 L,952-1065 sq.ft,2 BHK Apartment
Nitesh Hyde Park,29.94 L -32.33 L,1130-1220 sq.ft,3 BHK Apartment
Mantri Flora,1.43 Cr -20 Cr,1859-2160 sq.ft,3 BHK Apartment
Mantri Flora,2.20 Cr,2848 sq.ft,4 BHK Apartment
Sobha Tulip,80 L -97.74 L,1175-1320 sq.ft,2 BHK Apartment
Sobha Tulip,1 Cr -2 Cr,1450-2560 sq.ft,3 BHK Apartment
Sobha Tulip,2.20 Cr -2.80 Cr,2980-3020 sq.ft,4 BHK Apartment
Prabhavathi Divine,18 L -24.50 L,500 sq.ft,1 BHK Apartment
Prabhavathi Divine,30.13 L -40 L,855 sq.ft,2 BHK Apartment
Prabhavathi Divine,38.64 L,1120 sq.ft,3 BHK Apartment
GM Infinite E City Town Phase I,,435 sq.ft,0.5 BHK Apartment
GM Infinite E City Town Phase I,31.50 L -63 L,755-1070 sq.ft,2 BHK Apartment
GM Infinite E City Town Phase I,52 L -74 L,1360-1500 sq.ft,3 BHK Apartment
Vivansaa Aurigaa,39 L -67.65 L,975-1211 sq.ft,2 BHK Apartment
Vivansaa Aurigaa,48.48 L -51.40 L,1212-1285 sq.ft,2.5 BHK Apartment
Sobha Lifestyle Legacy,60 L -85 L,1500 sq.ft,2 BHK Apartment
Sobha Lifestyle Legacy,1.17 Cr,2296 sq.ft,3 BHK Apartment
Prestige Sunrise Park Brichwood,,2400 sq.ft,3 BHK Apartment
Prestige Sunrise Park Brichwood,1.85 Cr -3.93 Cr,2040-2245 sq.ft,3 BHK Villa
Prestige Sunrise Park Brichwood,4.25 Cr -7.02 Cr,3190-4000 sq.ft,4 BHK Villa
Silverwood Regency,,4500 sq.ft,3 BHK Villa
Silverwood Regency,4.30 Cr -9.51 Cr,7377-7523 sq.ft,4 BHK Villa
Silverwood Regency,,5400 sq.ft,4+ BHK Apartment
Silverwood Regency,6.25 Cr,4200 sq.ft,4+ BHK Villa
Prestige Ozone,22.50 L,1200 sq.ft,Plot
Prestige Ozone,31 L -50.44 L,785-830 sq.ft,2 BHK Apartment
Prestige Ozone,63.57 L -67.58 L,1046-1112 sq.ft,3 BHK Apartment
Century Saras,52.37 L -75 L,1058-1258 sq.ft,2 BHK Apartment
Century Saras,80.88 L -87.02 L,1634-1758 sq.ft,3 BHK Apartment
Greystone Mirror On Water,58.69 L,1005 sq.ft,1 BHK Apartment
Greystone Mirror On Water,73 L -80 L,1250 sq.ft,2 BHK Apartment
Greystone Mirror On Water,80.59 L,1380 sq.ft,2.5 BHK Apartment
Greystone Mirror On Water,91.10 L,1560 sq.ft,3 BHK Apartment
Raynal Gardens,41 L,630 sq.ft,1 BHK Apartment
Raynal Gardens,51.35 L -55.53 L,1007-1089 sq.ft,1.5 BHK Apartment
Raynal Gardens,22 K -86 L,1375 sq.ft,2 BHK Apartment
Raynal Gardens,68.08 L -70.68 L,1335-1386 sq.ft,2.5 BHK Apartment
Raynal Gardens,0-99 L,1571-1615 sq.ft,3 BHK Apartment
Celebrity Square,23.98 L -84 L,,Plot
Plama Heights,65.52 L -1.07 Cr,1092-1118 sq.ft,2 BHK Apartment
Plama Heights,87.84 L -1.50 Cr,1464-1945 sq.ft,3 BHK Apartment
Raheja Residency,90 L -1.27 Cr,1070-1200 sq.ft,2 BHK Apartment
Raheja Residency,1.70 Cr -2.20 Cr,1640-1700 sq.ft,3 BHK Apartment
GM Global Techies Town Tower 03 C,60 L -98.02 L,1255-1885 sq.ft,2 BHK Apartment
GM Global Techies Town Tower 03 C,73.32 L -1.12 Cr,1410-1960 sq.ft,3 BHK Apartment
GM Global Techies Town Tower 03 C,95.16 L -1.13 Cr,1830-2180 sq.ft,4 BHK Apartment
SNN Raj Serenity Phase II,38.19 L -58 L,900-1150 sq.ft,2 BHK Apartment
SNN Raj Serenity Phase II,59.98 L -75 L,1500-1750 sq.ft,3 BHK Apartment
Aahika Apartments,40 L -1.77 Cr,,Plot
Salarpuria Sattva Serene Life,86.21 L -89.50 L,1395-1450 sq.ft,2 BHK Apartment
Salarpuria Sattva Serene Life,1.54 Cr -1.59 Cr,2350-2460 sq.ft,3 BHK Apartment
Salarpuria Sattva Serene Life,1.80 Cr -2.55 Cr,2950-4050 sq.ft,4 BHK Apartment
GM Global Techies Town Tower 01 A,46.80 L,1200 sq.ft,Plot
GM Global Techies Town Tower 01 A,53.14 L -60.01 L,1107-1229 sq.ft,2 BHK Apartment
GM Global Techies Town Tower 01 A,64.22 L -75.15 L,1359-1578 sq.ft,3 BHK Apartment
Trifecta Joli,36.90 L -47.15 L,900-1150 sq.ft,2 BHK Apartment
Trifecta Joli,61.50 L -71.75 L,1500-1750 sq.ft,3 BHK Apartment
Arvind Sporcia,37.39 L -42.34 L,935-1059 sq.ft,2 BHK Apartment
Arvind Sporcia,38.99 L -46.78 L,975-1170 sq.ft,2.5 BHK Apartment
Arvind Sporcia,48.14 L -57.98 L,1204-1450 sq.ft,3 BHK Apartment
Citrus Zen Garden,,497-659 sq.ft,1 BHK Apartment
Citrus Zen Garden,51.17 L -60.90 L,1168-1219 sq.ft,2 BHK Apartment
Citrus Zen Garden,66.86 L -85 L,1531-1601 sq.ft,3 BHK Apartment
Sri Bhagwan Embassy,40 L -74.23 L,753-1013 sq.ft,2 BHK Apartment
Sri Bhagwan Embassy,64 L -1.02 Cr,1245-1586 sq.ft,3 BHK Apartment
TG Ascent,30.80 L -35.24 L,1110-1270 sq.ft,2 BHK Apartment
TG Ascent,40.79 L -41.76 L,1470-1505 sq.ft,3 BHK Apartment
NR Windgates,,830 sq.ft,1 BHK Apartment
NR Windgates,98 L -1.06 Cr,1290 sq.ft,2 BHK Apartment
NR Windgates,1 Cr -1.51 Cr,1630-1960 sq.ft,3 BHK Apartment
Brigade Metropolis,1.16 Cr,1753 sq.ft,3 BHK RowHouse
Brigade Metropolis,1.11 Cr -1.17 Cr,1753 sq.ft,3 BHK Villa
Indiabuild The Serenity,,,Plot
Mana Karmel,44.71 L -50.02 L,1028-1150 sq.ft,2 BHK Apartment
Mana Karmel,61.42 L,1412 sq.ft,3 BHK Apartment
Millennia Montagna,36.95 L -53 L,1103-1317 sq.ft,2 BHK Apartment
Millennia Montagna,45.56 L -65.25 L,1360-1948 sq.ft,3 BHK Apartment
Saran Mulberry Woods,,3000 sq.ft,3 BHK Apartment
Saran Mulberry Woods,1.70 Cr -2.15 Cr,3150-3255 sq.ft,4 BHK Apartment
Saran Mulberry Woods,1.80 Cr,3600 sq.ft,4+ BHK Apartment
Salarpuria Sattva Gold Summit,22.33 L -28.50 L,,Plot
Lone Star Crexcel Tuscany,1.15 Cr -1.80 Cr,2264-2365 sq.ft,3 BHK Apartment
Lone Star Crexcel Tuscany,1.65 Cr,2751 sq.ft,4 BHK Villa
